file_name,mfcc_mean,mfcc_var,mfcc_min,mfcc_max,mfcc1_mean,mfcc1_var,mfcc1_min,mfcc1_max,mfcc2_mean,mfcc2_var,mfcc2_min,mfcc2_max,delta_mean,delta_var,delta2_mean,delta2_var,harmonic_mean,harmonic_var,percussive_mean,percussive_var,centroid_mean,centroid_var,centroid_min,centroid_max,chroma_mean,chroma_var,chroma_min,chroma_max,tntz_mean,tntz_var,tntz_min,tntz_max,melspec_mean,melspec_var,melspec_min,melspec_max,rms_mean,rms_var,tempo,genre_y
blues_69_segment_3.wav,-135.28287,108.55024,13.028976,43.992382,19.349297,20.206875,-1.5774835,7.9240923,1.5191156,1.1175692,0.91062474,4.6488523,4.7860312,0.4043938,-2.1733305,2.2864518,-5.0073023,-0.2641532,-2.3543644,-2.502975,48.33277130126953,339.0968322753906,233.39730834960938,97.64559936523438,127.81998443603516,26.736583709716797,27.53373146057129,37.483455657958984,30.037784576416016,58.72920227050781,26.657468795776367,12.485189437866211,9.27232837677002,4.058814525604248,12.436750411987305,7.658900737762451,3.0569007396698,10.527409553527832,7.565155029296875,blues
blues_27_segment_4.wav,-91.2541,129.46655,-4.100496,45.220657,7.2524433,16.338186,0.8565768,0.009967112,1.849428,5.881823,-7.085106,6.2535,-3.555044,-2.782827,3.370219,6.91412,-1.4146967,-0.071103126,-4.8084483,-11.935136,28.663599014282227,97.47775268554688,102.57660675048828,133.71591186523438,142.8168487548828,144.03639221191406,63.629329681396484,50.488651275634766,41.898223876953125,26.542640686035156,14.032309532165527,25.550907135009766,32.5448112487793,9.085206031799316,45.008914947509766,46.51251983642578,332.8138122558594,129.47190856933594,6.220564842224121,blues
blues_54_segment_2.wav,-191.49608,139.01646,11.991453,28.216597,-0.7200759,7.438097,6.724214,6.6498704,-0.442536,10.343659,4.8903203,7.2710347,2.949739,2.8871336,-4.933522,-3.288434,-10.092828,-8.10581,-11.131342,-2.723835,7.060089111328125,44.182701110839844,54.70427703857422,23.213050842285156,15.02725601196289,27.56095314025879,19.90850067138672,5.984974384307861,7.744849681854248,6.2234039306640625,4.716075897216797,10.569683074951172,13.037652015686035,0.732539713382721,0.2836611568927765,0.21762484312057495,0.48981842398643494,1.8172093629837036,13.725842475891113,blues
blues_33_segment_1.wav,-121.252815,123.47816,13.837003,28.114388,7.535354,15.141087,-3.6997077,6.0357456,0.9589646,8.755629,2.7835894,-1.0731969,0.7980084,-2.5762882,-5.1564884,3.0805128,-6.6222615,-0.42965397,-0.8407494,-2.6105874,5.014591217041016,90.7989730834961,356.44677734375,76.99396514892578,51.622230529785156,158.14154052734375,28.917020797729492,7.5585832595825195,8.865239143371582,19.467512130737305,13.126806259155273,63.396244049072266,21.24115562438965,20.49329948425293,11.539182662963867,11.035036087036133,10.340259552001953,9.673728942871094,3.113847255706787,blues
blues.00009_segment_2.wav,-179.01755,138.22562,-30.91275,49.097755,-24.154978,7.536681,-9.466703,10.459454,-20.845018,5.685574,-11.399974,0.0956187,-7.6982346,-6.8224626,-9.076863,-3.7364712,-0.4790183,2.9541514,0.61677194,-0.8043113,0.49398747086524963,0.8340089917182922,2.127309560775757,1.7595771551132202,1.9010270833969116,1.543274998664856,4.377880573272705,6.606547832489014,5.02225923538208,7.82976770401001,28.86786460876465,17.512298583984375,12.562430381774902,19.70493507385254,44.74111557006836,11.27584171295166,0.719823956489563,0.7691798806190491,3.0372729301452637,blues
blues.00023_segment_3.wav,-254.17444,139.39313,-9.456282,67.33637,3.0596795,18.785748,-4.019727,2.4079132,-9.347743,-0.5117082,-6.727047,-6.237394,-10.943394,7.8535166,4.4349785,4.5148797,-1.874931,-1.4390588,6.208697,-2.2973304,2.783468008041382,2.1034703254699707,1.2369779348373413,7.043557167053223,5.386721134185791,3.2521538734436035,3.011198043823242,18.654260635375977,18.1221866607666,13.784019470214844,22.527053833007812,17.16628074645996,24.253265380859375,7.423040866851807,3.5558969974517822,9.384846687316895,37.86338424682617,7.968430519104004,1.28200101852417,blues
blues_30_segment_4.wav,-140.56726,122.22573,3.6666632,31.228863,-0.39059883,12.835724,-9.507399,4.744342,-2.1662955,8.061483,-0.8561456,-2.6422284,-1.6829667,-4.7118626,-2.3999035,-0.40859422,-10.352162,-2.6802537,1.3495768,1.57595,1.625957727432251,37.05506896972656,132.36045837402344,33.05220413208008,29.711833953857422,108.53062438964844,23.426620483398438,6.277791976928711,9.842409133911133,6.219997882843018,12.079379081726074,47.9714469909668,15.597190856933594,19.41827392578125,9.826167106628418,10.543148040771484,8.477395057678223,8.826889991760254,3.1161794662475586,blues
blues_99_segment_1.wav,-305.3638,118.01566,1.1136535,29.039104,12.106533,5.226323,0.13932665,1.1815935,1.5230578,1.5132123,-0.0785473,-0.4707956,-3.6257532,0.729136,0.62734395,-0.3812321,-2.7601988,-0.93219876,-5.1702952,-1.8172909,0.49265167117118835,7.316731929779053,14.945277214050293,2.1910293102264404,7.1758646965026855,22.608325958251953,11.6768798828125,8.661909103393555,3.2736542224884033,2.15219783782959,1.6167722940444946,0.900118887424469,0.8025922775268555,0.6639237999916077,0.47402846813201904,1.4230024814605713,20.417137145996094,5.4270830154418945,0.1913350522518158,blues
blues_23_segment_5.wav,-115.013916,130.14029,-1.2508408,41.824837,8.758241,9.407674,-8.457718,5.0620146,-3.8906467,-0.6099195,-6.7405076,-3.1560261,-8.15224,-3.1055346,0.74358827,5.74913,-0.7846747,1.5278624,-4.0886226,-6.343549,4.111175537109375,64.48079681396484,141.1192626953125,78.00016784667969,75.92962646484375,56.91992950439453,26.912256240844727,29.524169921875,42.36604690551758,31.052513122558594,37.256839752197266,267.8683166503906,348.9169921875,20.003555297851562,82.37319946289062,51.427425384521484,169.18194580078125,105.35420989990234,9.429697036743164,blues
blues_50_segment_3.wav,-158.75674,125.48653,20.365114,36.084446,7.585482,17.758307,1.6002645,-0.3359852,-4.2162037,-4.7342386,-4.2978363,-2.278331,-7.090912,-5.3123584,-6.6937404,-10.177554,-10.479998,-4.4366236,-6.812116,1.3741672,1.3940470218658447,13.885354995727539,23.499649047851562,76.85147094726562,165.29251098632812,31.292951583862305,49.98080062866211,75.84715270996094,66.38728332519531,28.230653762817383,38.20793533325195,35.040103912353516,40.32077407836914,23.405263900756836,15.432445526123047,2.867339849472046,2.3117494583129883,2.4597055912017822,22.511049270629883,blues
