,file_name,mfcc_mean,mfcc_var,mfcc_min,mfcc_max,mfcc1_mean,mfcc1_var,mfcc1_min,mfcc1_max,mfcc2_mean,mfcc2_var,mfcc2_min,mfcc2_max,delta_mean,delta_var,delta2_mean,delta2_var,harmonic_mean,harmonic_var,percussive_mean,percussive_var,genre_x,centroid_mean,centroid_var,centroid_min,centroid_max,chroma_mean,chroma_var,chroma_min,chroma_max,tntz_mean,tntz_var,tntz_min,tntz_max,melspec_mean,melspec_var,melspec_min,melspec_max,rms_mean,rms_var,tempo,genre_y
0,pop_19.wav,-8.942821,64.18352,-1.4679637,23.01124,4.7366567,6.3071756,8.76337,8.697861,0.020061292,8.9456415,-0.14540948,5.8372445,2.3752155,6.871263,2.1626782,3.867641,-0.50322914,6.1131835,1.0109609,4.799995,pop,82.08416748046875,603.2314453125,505.5180969238281,157.19540405273438,91.63072967529297,33.79766082763672,26.03168296813965,16.7771053314209,18.28571891784668,18.379680633544922,23.226762771606445,25.148723602294922,22.02691650390625,16.932308197021484,12.370561599731445,8.246604919433594,19.116907119750977,11.814075469970703,30.20513916015625,pop
1,pop_25.wav,-45.097984,88.63349,8.985597,31.276129,6.8288226,15.752106,0.5848172,10.050541,0.7889248,7.6025906,-0.23495834,4.6535525,5.3861403,4.7276382,3.3754966,2.8404858,-8.27281,3.53361,-3.6239629,1.0011458,pop,18.0401554107666,253.62408447265625,876.47119140625,352.95166015625,111.91980743408203,128.3072509765625,57.62144470214844,46.26424789428711,46.435325622558594,26.71886444091797,12.809576034545898,15.228866577148438,17.706796646118164,21.3713321685791,16.58021354675293,12.868277549743652,15.292180061340332,53.26874542236328,16.516775131225586,pop
2,pop_31.wav,-106.64521,65.83177,12.572899,30.45255,16.271381,3.8006277,-1.045976,4.102991,-2.5893583,1.5868285,-3.5106118,-0.25917813,-3.413261,-0.04589957,-5.6337156,-1.8116,-6.07849,1.12425,-6.0025434,-4.5049157,pop,12.653562545776367,79.81591033935547,86.09721374511719,72.41503143310547,40.156002044677734,22.36692237854004,41.16263198852539,54.71703338623047,61.719608306884766,58.72857666015625,57.029930114746094,33.4224853515625,22.549699783325195,19.32553482055664,4.67252779006958,16.46254539489746,8.511788368225098,15.057600975036621,5.709808349609375,pop
3,pop.00027.wav,-75.36613,83.33488,10.703896,14.455102,14.244521,7.4102573,5.279713,-0.4001258,5.7177567,3.3618035,-2.5211022,-4.227081,-1.8455223,-5.9079537,-1.2724807,-3.7835538,-2.864618,-0.9353352,-1.1115845,-2.72147,pop,14.0051908493042,90.82563018798828,86.73326110839844,63.58112335205078,38.49557876586914,23.554655075073242,29.04480743408203,24.611513137817383,49.6616325378418,45.10348129272461,36.52573013305664,20.67525291442871,10.80233097076416,14.559844970703125,15.03347396850586,5.253384590148926,9.168291091918945,4.383974075317383,5.5671563148498535,pop
4,pop.00033.wav,-69.00193,73.77,-12.468982,9.536624,-0.045610458,12.718271,3.1650593,-0.08465784,2.5223582,2.8746748,-1.6729782,-3.025172,1.6149282,1.089264,0.93438625,-0.4162729,-1.2382097,-0.75765777,-1.704667,-1.0437558,pop,9.99397087097168,53.50608825683594,63.17460250854492,53.62764358520508,41.01780700683594,23.307214736938477,19.838682174682617,13.002763748168945,9.881503105163574,12.282959938049316,5.814938545227051,4.739765644073486,8.573198318481445,7.718379497528076,8.373835563659668,5.137630462646484,4.571922779083252,2.3187994956970215,5.877788543701172,pop
5,pop.00032.wav,-113.1695,41.58814,21.516308,11.092117,17.440653,0.60743153,3.0293283,0.0845087,3.4569807,0.2906403,0.61601543,1.2555639,2.8942456,-0.7695476,0.22040617,-1.4086616,-0.76046175,-0.8702321,-1.5392059,1.067266,pop,5.040104866027832,58.44712829589844,42.67107391357422,26.830223083496094,11.81393814086914,8.515764236450195,11.6585111618042,10.044740676879883,7.4135422706604,7.268069267272949,3.7717995643615723,5.112284183502197,6.650658130645752,3.016404390335083,2.557093620300293,3.227384090423584,1.6963430643081665,1.123310923576355,1.7505064010620117,pop
6,pop.00026.wav,-73.36742,97.46428,16.87055,-0.5790378,7.180088,4.872417,0.7465057,-5.550017,0.9903747,4.9166174,-5.8354435,-4.9214163,-0.030956587,-3.0463636,-0.15896785,-2.3810003,0.7234444,0.682856,1.9683635,0.8037626,pop,11.012763023376465,114.51134490966797,138.29513549804688,78.99100494384766,50.73091506958008,19.724594116210938,23.22709083557129,34.193626403808594,23.80491065979004,31.913469314575195,15.997930526733398,12.022475242614746,22.94838523864746,10.944289207458496,31.04737091064453,19.503847122192383,19.4495906829834,7.30096960067749,18.73879051208496,pop
7,pop_30.wav,-26.760986,70.47932,7.7425404,34.868404,17.295671,7.98344,2.5671322,5.57626,-1.0375217,6.5844135,-1.4071048,4.0520263,-0.12231859,1.0766922,-1.5196478,2.8353665,-3.4980094,3.4498794,-0.22145255,0.79102135,pop,29.06061363220215,168.8042449951172,162.86000061035156,191.23025512695312,74.8094253540039,39.669002532958984,60.48776626586914,81.0151596069336,56.45600509643555,48.561195373535156,78.83936309814453,26.06037712097168,17.85440444946289,28.711305618286133,16.143478393554688,45.601417541503906,16.90424346923828,15.98271656036377,6.397313594818115,pop
8,pop_24.wav,-63.140224,78.06376,9.598139,34.32083,8.743474,14.913678,2.7215319,9.143347,-2.310463,5.1827545,0.21996263,2.2692406,0.14227465,-1.4042394,-0.2920742,0.35361144,-6.2245116,3.0126848,-5.8853197,-0.9004192,pop,71.9858169555664,287.6397399902344,653.085693359375,143.84080505371094,72.71258544921875,84.37128448486328,41.73023223876953,33.44193649291992,61.05139923095703,44.755828857421875,27.699892044067383,22.890644073486328,19.76532554626465,21.979787826538086,11.095633506774902,7.499453544616699,16.297826766967773,17.978147506713867,4.945859909057617,pop
9,pop_18.wav,-47.16667,81.030815,2.8804228,27.231031,7.8939085,4.5062814,12.388455,6.76738,-1.5724555,12.238641,-0.6201221,5.934138,3.066525,4.9814363,2.149956,2.8792932,-2.61069,4.7231183,1.432768,6.216984,pop,90.60879516601562,725.3270874023438,512.3920288085938,151.9993133544922,90.02601623535156,35.06153106689453,29.27739906311035,17.991443634033203,22.612712860107422,24.794456481933594,25.215839385986328,29.234365463256836,30.885665893554688,15.45460319519043,9.629778861999512,6.462478160858154,16.590984344482422,12.577740669250488,26.11764144897461,pop
